iter	Logloss
666	0.2872715654
667	0.2871364731
668	0.2870381327
669	0.2869206791
670	0.2868593975
671	0.2867453474
672	0.2865645108
673	0.2863826242
674	0.2862543803
675	0.2861293869
676	0.2859803574
677	0.2858577836
678	0.2857374805
679	0.2856423419
680	0.2855319263
681	0.2853975738
682	0.285287075
683	0.2851214307
684	0.2849956672
685	0.2848392457
686	0.2847098022
687	0.2845647637
688	0.2844206062
689	0.2842497204
690	0.2841217206
691	0.2840133868
692	0.2838333124
693	0.2837601032
694	0.2835788864
695	0.2834046219
696	0.2832858251
697	0.2831349119
698	0.2829173237
699	0.2828078672
700	0.2826562533
701	0.2825307037
702	0.2823975201
703	0.2822614688
704	0.2821036925
705	0.2819880666
706	0.2818700969
707	0.281765232
708	0.2816455989
709	0.2815968823
710	0.2815303859
711	0.2813845355
712	0.2812805178
713	0.2811518153
714	0.2810095384
715	0.2808814612
716	0.2807515237
717	0.2805828318
718	0.2804658353
719	0.2803235053
720	0.2802223981
721	0.2801220991
722	0.279851901
723	0.2797652985
724	0.279631515
725	0.2795064897
726	0.2793882598
727	0.2793427157
728	0.2792108818
729	0.2790971283
730	0.2789327545
731	0.2788196131
732	0.2786938958
733	0.2785913525
734	0.2783834277
735	0.2782767658
736	0.2781693754
737	0.2780841862
738	0.2779429776
739	0.2778151429
740	0.2777024806
741	0.2775733194
742	0.277458987
743	0.2773516824
744	0.2772382324
745	0.2771132392
746	0.2769982909
747	0.2768839422
748	0.2766848645
749	0.2765859581
750	0.2764569787
751	0.2763942759
752	0.2762887387
753	0.2762417539
754	0.2761337797
755	0.2759643753
756	0.2758755934
757	0.275742759
758	0.2756130035
759	0.2755556796
760	0.275431137
761	0.2753499277
762	0.2752189798
763	0.2751032085
764	0.2749583544
765	0.2747965366
766	0.274677757
767	0.2744680548
768	0.2743682674
769	0.2741997831
770	0.2740783625
771	0.2739553262
772	0.2738245591
773	0.2737275907
774	0.2736123942
775	0.2734708439
776	0.2734296301
777	0.2733334572
778	0.2732161389
779	0.2731145326
780	0.2729971765
781	0.2729321427
782	0.2728043845
783	0.2727176384
784	0.2725626893
785	0.2724506002
786	0.2723572303
787	0.272235465
788	0.2721271481
789	0.27200947
790	0.2718945202
791	0.2717721198
792	0.2717330599
793	0.2715287944
794	0.271439582
795	0.2713200209
796	0.2712065972
797	0.2710816732
798	0.2710363701
799	0.27099701
800	0.2708614832
801	0.2707782325
802	0.2706604639
803	0.2705491488
804	0.2704519962
805	0.2703388625
806	0.2702321372
807	0.270113021
808	0.2699773496
809	0.2698681114
810	0.2696814942
811	0.2695810076
812	0.2695460985
813	0.2694201037
814	0.2693014193
815	0.2692316178
816	0.269081257
817	0.2689368671
818	0.2688430687
819	0.2687243784
820	0.2686271676
821	0.2685129749
822	0.2684499906
823	0.2683813063
824	0.2682778554
825	0.2682262825
826	0.2681218667
827	0.2680094144
828	0.2678840742
829	0.2677617316
830	0.2676405051
831	0.2675961497
832	0.2674760255
833	0.267376278
834	0.2672854736
835	0.2671053548
836	0.2670118342
837	0.2669123094
838	0.2667983971
839	0.2667021859
840	0.2665927661
841	0.2664587989
842	0.26635476
843	0.2662428442
844	0.266115643
845	0.2660152608
846	0.265914157
847	0.265800535
848	0.2656423677
849	0.2655223026
850	0.2654217366
851	0.2652985178
852	0.265183115
853	0.2650245747
854	0.2649452112
855	0.2648953534
856	0.2647856279
857	0.2646852931
858	0.2646430104
859	0.2645114532
860	0.2644086698
861	0.2643074599
862	0.264203604
863	0.264098767
864	0.2639889498
865	0.2638679789
866	0.2637333204
867	0.2636271784
868	0.2635372409
869	0.263449357
870	0.2634166009
871	0.2633323758
872	0.2632063345
873	0.2630811534
874	0.2629935904
875	0.262906689
876	0.2628032599
877	0.262684974
878	0.2626159126
879	0.2625741795
880	0.262480783
881	0.2624054258
882	0.2623039675
883	0.2622296863
884	0.262142046
885	0.2619637781
886	0.2619094764
887	0.26187731
888	0.2617745764
889	0.261664939
890	0.2614771627
891	0.2614345788
892	0.2613349303
893	0.2612232292
894	0.2611342779
895	0.261043707
896	0.2609478047
897	0.2608527572
898	0.260758896
899	0.2605961503
900	0.2605056975
901	0.2603805069
902	0.2602863096
903	0.2602182013
904	0.2601235207
905	0.2600291079
906	0.2599266409
907	0.2598166285
908	0.2596866208
909	0.2595436936
910	0.259464162
911	0.2593391693
912	0.2592268455
913	0.2591144661
914	0.2590059505
915	0.258909165
916	0.2588043009
917	0.2586754529
918	0.2586301726
919	0.2585803808
920	0.2584947825
921	0.2583927289
922	0.2582888926
923	0.2581692709
924	0.258129056
925	0.258002184
926	0.2579628227
927	0.25786991
928	0.2577512509
929	0.2576818997
930	0.2575740294
931	0.2574771171
932	0.2573841491
933	0.2572762309
934	0.2571888174
935	0.2571595594
936	0.257075968
937	0.2569400598
938	0.2567498432
939	0.2566825046
940	0.256578215
941	0.2565505344
942	0.256425827
943	0.2563327594
944	0.256243753
945	0.2561402696
946	0.2560446145
947	0.2559530813
948	0.2558588898
949	0.2557671113
950	0.2556611992
951	0.2555717374
952	0.2554917654
953	0.2554019802
954	0.2553133405
955	0.2552106889
956	0.2550999337
957	0.2549634258
958	0.2548757094
959	0.2547460431
960	0.2546294121
961	0.2545416275
962	0.2544170295
963	0.2543392508
964	0.2542415307
965	0.2541373033
966	0.2540537934
967	0.2539606809
968	0.2538962913
969	0.2538049903
970	0.2537454547
971	0.2536431318
972	0.2535438421
973	0.2534592046
974	0.2534225107
975	0.2533593303
976	0.2533008705
977	0.2532152089
978	0.2531190665
979	0.2530189696
980	0.2529190325
981	0.2528285558
982	0.2526952727
983	0.25262556
984	0.2525412494
985	0.2524519873
986	0.2524128655
987	0.2523380813
988	0.2522440391
989	0.252124061
990	0.2520948637
991	0.2520702063
992	0.2518927275
993	0.2517966822
994	0.2516454215
995	0.2515604195
996	0.2514579415
997	0.2514179089
998	0.2513347959
999	0.2512537532
